VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TANGENT0.x, in_TANGENT0.y, in_TANGENT0.z, in_TANGENT0.w, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
15, 5222,  0.55802, -0.03026, -0.16,  0.27156, -0.63719,  0.71842, -0.73105,  0.34609,  0.58409,  1.00,  0.8016,  0.9657,  0.8016,  0.9657
16, 5225,  0.55723, -0.02, -0.15353,  0.27155, -0.24472,  0.92962, -0.80035,  0.47482,  0.35925,  1.00,  0.8124,  0.9544,  0.8124,  0.9544
17, 5226,  0.53901, -0.01967, -0.15052,  0.16166, -0.19377,  0.96647, -0.72632,  0.63647,  0.24962,  1.00,  0.8231,  0.9671,  0.8231,  0.9671
18, 5222,  0.55802, -0.03026, -0.16,  0.27156, -0.63719,  0.71842, -0.73105,  0.34609,  0.58409,  1.00,  0.8016,  0.9657,  0.8016,  0.9657
19, 5226,  0.53901, -0.01967, -0.15052,  0.16166, -0.19377,  0.96647, -0.72632,  0.63647,  0.24962,  1.00,  0.8231,  0.9671,  0.8231,  0.9671
20, 5219,  0.53554, -0.02849, -0.15458,  0.11454, -0.66155,  0.73806, -0.68004,  0.48756,  0.54334,  1.00,  0.8151,  0.9767,  0.8151,  0.9767
21, 5219,  0.53554, -0.02849, -0.15458,  0.11454, -0.66155,  0.73806, -0.68004,  0.48756,  0.54334,  1.00,  0.8151,  0.9767,  0.8151,  0.9767
22, 5226,  0.53901, -0.01967, -0.15052,  0.16166, -0.19377,  0.96647, -0.72632,  0.63647,  0.24962,  1.00,  0.8231,  0.9671,  0.8231,  0.9671
23, 5220,  0.51619, -0.02717, -0.15211,  0.13768, -0.59495,  0.79124, -0.59199,  0.59063,  0.5474,  1.00,  0.829,  0.992,  0.829,  0.992
24, 5227,  0.55553, -0.004, -0.15459, -0.10743,  0.20217,  0.97254, -0.8652,  0.45852, -0.19229,  1.00,  0.8271,  0.9323,  0.8271,  0.9323
25, 5225,  0.55723, -0.02, -0.15353,  0.27155, -0.24472,  0.92962, -0.80035,  0.47482,  0.35925,  1.00,  0.8124,  0.9544,  0.8124,  0.9544
26, 5224,  0.56692, -0.01589, -0.1556,  0.15647, -0.31149,  0.93672, -0.90662,  0.32886,  0.2607,  1.00,  0.8048,  0.9421,  0.8048,  0.9421
27, 5224,  0.56692, -0.01589, -0.1556,  0.15647, -0.31149,  0.93672, -0.90662,  0.32886,  0.2607,  1.00,  0.8048,  0.9421,  0.8048,  0.9421
28, 5228,  0.57078,  0.00874, -0.15128, -0.17902, -0.02209,  0.9836, -0.94721,  0.27414, -0.16624,  1.00,  0.81193,  0.91017,  0.81193,  0.91017
29, 5227,  0.55553, -0.004, -0.15459, -0.10743,  0.20217,  0.97254, -0.8652,  0.45852, -0.19229,  1.00,  0.8271,  0.9323,  0.8271,  0.9323
30, 5224,  0.56692, -0.01589, -0.1556,  0.15647, -0.31149,  0.93672, -0.90662,  0.32886,  0.2607,  1.00,  0.8048,  0.9421,  0.8048,  0.9421
31, 5229,  0.58017,  0.00319, -0.15126,  0.16702, -0.19507,  0.96646, -0.95145,  0.22518,  0.20987,  1.00,  0.7959,  0.9133,  0.7959,  0.9133
32, 5228,  0.57078,  0.00874, -0.15128, -0.17902, -0.02209,  0.9836, -0.94721,  0.27414, -0.16624,  1.00,  0.81193,  0.91017,  0.81193,  0.91017
33, 5224,  0.56692, -0.01589, -0.1556,  0.15647, -0.31149,  0.93672, -0.90662,  0.32886,  0.2607,  1.00,  0.8048,  0.9421,  0.8048,  0.9421
34, 5230,  0.58057, -0.01847, -0.15876,  0.20854, -0.46429,  0.86078, -0.9377,  0.15519,  0.31088,  1.00,  0.7838,  0.9406,  0.7838,  0.9406
35, 5229,  0.58017,  0.00319, -0.15126,  0.16702, -0.19507,  0.96646, -0.95145,  0.22518,  0.20987,  1.00,  0.7959,  0.9133,  0.7959,  0.9133
36, 5223,  0.56605, -0.03524, -0.16895,  0.16982, -0.74397,  0.64456, -0.85291,  0.21517,  0.47314,  1.00,  0.7885,  0.9683,  0.7885,  0.9683
37, 5230,  0.58057, -0.01847, -0.15876,  0.20854, -0.46429,  0.86078, -0.9377,  0.15519,  0.31088,  1.00,  0.7838,  0.9406,  0.7838,  0.9406
38, 5224,  0.56692, -0.01589, -0.1556,  0.15647, -0.31149,  0.93672, -0.90662,  0.32886,  0.2607,  1.00,  0.8048,  0.9421,  0.8048,  0.9421
39, 5223,  0.56605, -0.03524, -0.16895,  0.16982, -0.74397,  0.64456, -0.85291,  0.21517,  0.47314,  1.00,  0.7885,  0.9683,  0.7885,  0.9683
40, 5231,  0.5814, -0.03484, -0.17256,  0.19383, -0.73366,  0.65128, -0.92782,  0.07859,  0.36466,  1.00,  0.7707,  0.9655,  0.7707,  0.9655
41, 5230,  0.58057, -0.01847, -0.15876,  0.20854, -0.46429,  0.86078, -0.9377,  0.15519,  0.31088,  1.00,  0.7838,  0.9406,  0.7838,  0.9406
42, 5227,  0.55553, -0.004, -0.15459, -0.10743,  0.20217,  0.97254, -0.8652,  0.45852, -0.19229,  1.00,  0.8271,  0.9323,  0.8271,  0.9323
43, 5232,  0.53922, -0.00688, -0.15219,  0.13031,  0.39873,  0.90743, -0.71104,  0.67212, -0.19426,  1.00,  0.8358,  0.9547,  0.8358,  0.9547
44, 5225,  0.55723, -0.02, -0.15353,  0.27155, -0.24472,  0.92962, -0.80035,  0.47482,  0.35925,  1.00,  0.8124,  0.9544,  0.8124,  0.9544
45, 5232,  0.53922, -0.00688, -0.15219,  0.13031,  0.39873,  0.90743, -0.71104,  0.67212, -0.19426,  1.00,  0.8358,  0.9547,  0.8358,  0.9547
46, 5226,  0.53901, -0.01967, -0.15052,  0.16166, -0.19377,  0.96647, -0.72632,  0.63647,  0.24962,  1.00,  0.8231,  0.9671,  0.8231,  0.9671
47, 5225,  0.55723, -0.02, -0.15353,  0.27155, -0.24472,  0.92962, -0.80035,  0.47482,  0.35925,  1.00,  0.8124,  0.9544,  0.8124,  0.9544
48, 5227,  0.55553, -0.004, -0.15459, -0.10743,  0.20217,  0.97254, -0.8652,  0.45852, -0.19229,  1.00,  0.8271,  0.9323,  0.8271,  0.9323
49, 5233,  0.53618,  0.00404, -0.16165, -0.02027,  0.92507,  0.37553, -0.57871,  0.29291, -0.75957,  1.00,  0.8546,  0.9453,  0.8546,  0.9453
50, 5232,  0.53922, -0.00688, -0.15219,  0.13031,  0.39873,  0.90743, -0.71104,  0.67212, -0.19426,  1.00,  0.8358,  0.9547,  0.8358,  0.9547
51, 5234,  0.51546,  0.00555, -0.15801,  0.13036,  0.9223,  0.36301, -0.54481,  0.37195, -0.7511,  1.00,  0.8641,  0.969,  0.8641,  0.969
52, 5232,  0.53922, -0.00688, -0.15219,  0.13031,  0.39873,  0.90743, -0.71104,  0.67212, -0.19426,  1.00,  0.8358,  0.9547,  0.8358,  0.9547
53, 5233,  0.53618,  0.00404, -0.16165, -0.02027,  0.92507,  0.37553, -0.57871,  0.29291, -0.75957,  1.00,  0.8546,  0.9453,  0.8546,  0.9453
54, 5234,  0.51546,  0.00555, -0.15801,  0.13036,  0.9223,  0.36301, -0.54481,  0.37195, -0.7511,  1.00,  0.8641,  0.969,  0.8641,  0.969
55, 5235,  0.51807, -0.00924, -0.14723,  0.19503,  0.21186,  0.95755, -0.61064,  0.78951, -0.0503,  1.00,  0.8463,  0.9788,  0.8463,  0.9788
56, 5232,  0.53922, -0.00688, -0.15219,  0.13031,  0.39873,  0.90743, -0.71104,  0.67212, -0.19426,  1.00,  0.8358,  0.9547,  0.8358,  0.9547
57, 5226,  0.53901, -0.01967, -0.15052,  0.16166, -0.19377,  0.96647, -0.72632,  0.63647,  0.24962,  1.00,  0.8231,  0.9671,  0.8231,  0.9671
58, 5232,  0.53922, -0.00688, -0.15219,  0.13031,  0.39873,  0.90743, -0.71104,  0.67212, -0.19426,  1.00,  0.8358,  0.9547,  0.8358,  0.9547
59, 5235,  0.51807, -0.00924, -0.14723,  0.19503,  0.21186,  0.95755, -0.61064,  0.78951, -0.0503,  1.00,  0.8463,  0.9788,  0.8463,  0.9788
60, 5220,  0.51619, -0.02717, -0.15211,  0.13768, -0.59495,  0.79124, -0.59199,  0.59063,  0.5474,  1.00,  0.829,  0.992,  0.829,  0.992
61, 5226,  0.53901, -0.01967, -0.15052,  0.16166, -0.19377,  0.96647, -0.72632,  0.63647,  0.24962,  1.00,  0.8231,  0.9671,  0.8231,  0.9671
62, 5235,  0.51807, -0.00924, -0.14723,  0.19503,  0.21186,  0.95755, -0.61064,  0.78951, -0.0503,  1.00,  0.8463,  0.9788,  0.8463,  0.9788
63, 5233,  0.53618,  0.00404, -0.16165, -0.02027,  0.92507,  0.37553, -0.57871,  0.29291, -0.75957,  1.00,  0.8546,  0.9453,  0.8546,  0.9453
64, 5236,  0.51155,  0.00341, -0.17207, -0.02905,  0.90509, -0.42273, -0.26789, -0.41478, -0.86956,  1.00,  0.8796,  0.9665,  0.8796,  0.9665
65, 5234,  0.51546,  0.00555, -0.15801,  0.13036,  0.9223,  0.36301, -0.54481,  0.37195, -0.7511,  1.00,  0.8641,  0.969,  0.8641,  0.969
66, 5233,  0.53618,  0.00404, -0.16165, -0.02027,  0.92507,  0.37553, -0.57871,  0.29291, -0.75957,  1.00,  0.8546,  0.9453,  0.8546,  0.9453
67, 5237,  0.53513,  0.00274, -0.17491, -0.12688,  0.9318, -0.33248, -0.26772, -0.35622, -0.89508,  1.00,  0.8722,  0.9395,  0.8722,  0.9395
68, 5236,  0.51155,  0.00341, -0.17207, -0.02905,  0.90509, -0.42273, -0.26789, -0.41478, -0.86956,  1.00,  0.8796,  0.9665,  0.8796,  0.9665
69, 5238,  0.55097,  0.00605, -0.163, -0.56858,  0.71997,  0.39259, -0.48787,  0.08598, -0.86799,  1.00,  0.8455,  0.9225,  0.8455,  0.9225
70, 5237,  0.53513,  0.00274, -0.17491, -0.12688,  0.9318, -0.33248, -0.26772, -0.35622, -0.89508,  1.00,  0.8722,  0.9395,  0.8722,  0.9395
71, 5233,  0.53618,  0.00404, -0.16165, -0.02027,  0.92507,  0.37553, -0.57871,  0.29291, -0.75957,  1.00,  0.8546,  0.9453,  0.8546,  0.9453
72, 5227,  0.55553, -0.004, -0.15459, -0.10743,  0.20217,  0.97254, -0.8652,  0.45852, -0.19229,  1.00,  0.8271,  0.9323,  0.8271,  0.9323
73, 5238,  0.55097,  0.00605, -0.163, -0.56858,  0.71997,  0.39259, -0.48787,  0.08598, -0.86799,  1.00,  0.8455,  0.9225,  0.8455,  0.9225
74, 5233,  0.53618,  0.00404, -0.16165, -0.02027,  0.92507,  0.37553, -0.57871,  0.29291, -0.75957,  1.00,  0.8546,  0.9453,  0.8546,  0.9453
75, 5238,  0.55097,  0.00605, -0.163, -0.56858,  0.71997,  0.39259, -0.48787,  0.08598, -0.86799,  1.00,  0.8455,  0.9225,  0.8455,  0.9225
76, 5239,  0.55184,  0.00565, -0.17679, -0.54834,  0.75188, -0.35973,  0.03199, -0.41104, -0.91042,  1.00,  0.8686,  0.9154,  0.8686,  0.9154
77, 5237,  0.53513,  0.00274, -0.17491, -0.12688,  0.9318, -0.33248, -0.26772, -0.35622, -0.89508,  1.00,  0.8722,  0.9395,  0.8722,  0.9395
78, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
79, 5237,  0.53513,  0.00274, -0.17491, -0.12688,  0.9318, -0.33248, -0.26772, -0.35622, -0.89508,  1.00,  0.8722,  0.9395,  0.8722,  0.9395
80, 5239,  0.55184,  0.00565, -0.17679, -0.54834,  0.75188, -0.35973,  0.03199, -0.41104, -0.91042,  1.00,  0.8686,  0.9154,  0.8686,  0.9154
81, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
82, 5239,  0.55184,  0.00565, -0.17679, -0.54834,  0.75188, -0.35973,  0.03199, -0.41104, -0.91042,  1.00,  0.8686,  0.9154,  0.8686,  0.9154
83, 5241,  0.56184,  0.00367, -0.18927, -0.52515,  0.46288, -0.71305,  0.3242, -0.665, -0.67179,  1.00,  0.8881,  0.9035,  0.8881,  0.9035
84, 5242,  0.56304, -0.01105, -0.19837, -0.37665,  0.27486, -0.88405,  0.44736, -0.78065, -0.43425,  1.00,  0.9111,  0.9096,  0.9111,  0.9096
85, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
86, 5241,  0.56184,  0.00367, -0.18927, -0.52515,  0.46288, -0.71305,  0.3242, -0.665, -0.67179,  1.00,  0.8881,  0.9035,  0.8881,  0.9035
87, 5241,  0.56184,  0.00367, -0.18927, -0.52515,  0.46288, -0.71305,  0.3242, -0.665, -0.67179,  1.00,  0.8881,  0.9035,  0.8881,  0.9035
88, 5243,  0.57854, -0.00225, -0.20308, -0.23706,  0.30633, -0.92194,  0.55968, -0.73262, -0.38733,  1.00,  0.91702,  0.88715,  0.91702,  0.88715
89, 5242,  0.56304, -0.01105, -0.19837, -0.37665,  0.27486, -0.88405,  0.44736, -0.78065, -0.43425,  1.00,  0.9111,  0.9096,  0.9111,  0.9096
90, 5241,  0.56184,  0.00367, -0.18927, -0.52515,  0.46288, -0.71305,  0.3242, -0.665, -0.67179,  1.00,  0.8881,  0.9035,  0.8881,  0.9035
91, 5244,  0.57944,  0.01279, -0.19864, -0.26587,  0.34779, -0.89909,  0.51173, -0.73949, -0.43737,  1.00,  0.9028,  0.8749,  0.9028,  0.8749
92, 5243,  0.57854, -0.00225, -0.20308, -0.23706,  0.30633, -0.92194,  0.55968, -0.73262, -0.38733,  1.00,  0.91702,  0.88715,  0.91702,  0.88715
93, 5242,  0.56304, -0.01105, -0.19837, -0.37665,  0.27486, -0.88405,  0.44736, -0.78065, -0.43425,  1.00,  0.9111,  0.9096,  0.9111,  0.9096
94, 5245,  0.55008, -0.01247, -0.19536, -0.28483,  0.27729, -0.91633,  0.42262, -0.8198, -0.38124,  1.00,  0.908,  0.9251,  0.908,  0.9251
95, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
96, 5242,  0.56304, -0.01105, -0.19837, -0.37665,  0.27486, -0.88405,  0.44736, -0.78065, -0.43425,  1.00,  0.9111,  0.9096,  0.9111,  0.9096
97, 5246,  0.56005, -0.02599, -0.19893, -0.33555, -0.16244, -0.92778,  0.61062, -0.786, -0.08351,  1.00,  0.928,  0.9231,  0.928,  0.9231
98, 5245,  0.55008, -0.01247, -0.19536, -0.28483,  0.27729, -0.91633,  0.42262, -0.8198, -0.38124,  1.00,  0.908,  0.9251,  0.908,  0.9251
99, 5247,  0.5333, -0.01394, -0.19084, -0.22833,  0.23396, -0.94385,  0.26644, -0.91596, -0.29351,  1.00,  0.9082,  0.9383,  0.9082,  0.9383
100, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
101, 5245,  0.55008, -0.01247, -0.19536, -0.28483,  0.27729, -0.91633,  0.42262, -0.8198, -0.38124,  1.00,  0.908,  0.9251,  0.908,  0.9251
102, 5247,  0.5333, -0.01394, -0.19084, -0.22833,  0.23396, -0.94385,  0.26644, -0.91596, -0.29351,  1.00,  0.9082,  0.9383,  0.9082,  0.9383
103, 5248,  0.53474, -0.00445, -0.18633, -0.18583,  0.66307, -0.72207, -0.10801, -0.74436, -0.65808,  1.00,  0.8922,  0.9368,  0.8922,  0.9368
104, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
105, 5240,  0.54931, -0.00318, -0.18836, -0.30164,  0.65511, -0.68969,  0.1918, -0.66636, -0.71905,  1.00,  0.8912,  0.9222,  0.8912,  0.9222
106, 5248,  0.53474, -0.00445, -0.18633, -0.18583,  0.66307, -0.72207, -0.10801, -0.74436, -0.65808,  1.00,  0.8922,  0.9368,  0.8922,  0.9368
107, 5237,  0.53513,  0.00274, -0.17491, -0.12688,  0.9318, -0.33248, -0.26772, -0.35622, -0.89508,  1.00,  0.8722,  0.9395,  0.8722,  0.9395
108, 5248,  0.53474, -0.00445, -0.18633, -0.18583,  0.66307, -0.72207, -0.10801, -0.74436, -0.65808,  1.00,  0.8922,  0.9368,  0.8922,  0.9368
109, 5236,  0.51155,  0.00341, -0.17207, -0.02905,  0.90509, -0.42273, -0.26789, -0.41478, -0.86956,  1.00,  0.8796,  0.9665,  0.8796,  0.9665
110, 5237,  0.53513,  0.00274, -0.17491, -0.12688,  0.9318, -0.33248, -0.26772, -0.35622, -0.89508,  1.00,  0.8722,  0.9395,  0.8722,  0.9395
111, 5248,  0.53474, -0.00445, -0.18633, -0.18583,  0.66307, -0.72207, -0.10801, -0.74436, -0.65808,  1.00,  0.8922,  0.9368,  0.8922,  0.9368
112, 5249,  0.50761, -0.00907, -0.18445, -0.12893,  0.42794, -0.89409,  0.06312, -0.89611, -0.43857,  1.00,  0.9014,  0.9695,  0.9014,  0.9695
113, 5236,  0.51155,  0.00341, -0.17207, -0.02905,  0.90509, -0.42273, -0.26789, -0.41478, -0.86956,  1.00,  0.8796,  0.9665,  0.8796,  0.9665
114, 5247,  0.5333, -0.01394, -0.19084, -0.22833,  0.23396, -0.94385,  0.26644, -0.91596, -0.29351,  1.00,  0.9082,  0.9383,  0.9082,  0.9383
115, 5249,  0.50761, -0.00907, -0.18445, -0.12893,  0.42794, -0.89409,  0.06312, -0.89611, -0.43857,  1.00,  0.9014,  0.9695,  0.9014,  0.9695
116, 5248,  0.53474, -0.00445, -0.18633, -0.18583,  0.66307, -0.72207, -0.10801, -0.74436, -0.65808,  1.00,  0.8922,  0.9368,  0.8922,  0.9368
117, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
118, 5249,  0.50761, -0.00907, -0.18445, -0.12893,  0.42794, -0.89409,  0.06312, -0.89611, -0.43857,  1.00,  0.9014,  0.9695,  0.9014,  0.9695
119, 5247,  0.5333, -0.01394, -0.19084, -0.22833,  0.23396, -0.94385,  0.26644, -0.91596, -0.29351,  1.00,  0.9082,  0.9383,  0.9082,  0.9383
120, 5245,  0.55008, -0.01247, -0.19536, -0.28483,  0.27729, -0.91633,  0.42262, -0.8198, -0.38124,  1.00,  0.908,  0.9251,  0.908,  0.9251
121, 5246,  0.56005, -0.02599, -0.19893, -0.33555, -0.16244, -0.92778,  0.61062, -0.786, -0.08351,  1.00,  0.928,  0.9231,  0.928,  0.9231
122, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
123, 5245,  0.55008, -0.01247, -0.19536, -0.28483,  0.27729, -0.91633,  0.42262, -0.8198, -0.38124,  1.00,  0.908,  0.9251,  0.908,  0.9251
124, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
125, 5247,  0.5333, -0.01394, -0.19084, -0.22833,  0.23396, -0.94385,  0.26644, -0.91596, -0.29351,  1.00,  0.9082,  0.9383,  0.9082,  0.9383
126, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
127, 5251,  0.50582, -0.02396, -0.18624, -0.137, -0.22855, -0.96374,  0.27238, -0.9436,  0.1849,  1.00,  0.9195,  0.975,  0.9195,  0.975
128, 5249,  0.50761, -0.00907, -0.18445, -0.12893,  0.42794, -0.89409,  0.06312, -0.89611, -0.43857,  1.00,  0.9014,  0.9695,  0.9014,  0.9695
129, 5252,  0.561, -0.0407, -0.19364, -0.22723, -0.75706, -0.6122,  0.67722, -0.57328,  0.45909,  1.00,  0.9487,  0.9339,  0.9487,  0.9339
130, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
131, 5246,  0.56005, -0.02599, -0.19893, -0.33555, -0.16244, -0.92778,  0.61062, -0.786, -0.08351,  1.00,  0.928,  0.9231,  0.928,  0.9231
132, 5252,  0.561, -0.0407, -0.19364, -0.22723, -0.75706, -0.6122,  0.67722, -0.57328,  0.45909,  1.00,  0.9487,  0.9339,  0.9487,  0.9339
133, 5253,  0.52942, -0.03611, -0.18375, -0.21014, -0.77932, -0.5894,  0.51005, -0.59912,  0.61389,  1.00,  0.9451,  0.9528,  0.9451,  0.9528
134, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
135, 5251,  0.50582, -0.02396, -0.18624, -0.137, -0.22855, -0.96374,  0.27238, -0.9436,  0.1849,  1.00,  0.9195,  0.975,  0.9195,  0.975
136, 5250,  0.53107, -0.02556, -0.1896, -0.24402, -0.21058, -0.94633,  0.44794, -0.88748,  0.08145,  1.00,  0.9259,  0.9455,  0.9259,  0.9455
137, 5253,  0.52942, -0.03611, -0.18375, -0.21014, -0.77932, -0.5894,  0.51005, -0.59912,  0.61389,  1.00,  0.9451,  0.9528,  0.9451,  0.9528
138, 5254,  0.56382, -0.04445, -0.18166,  0.0031, -0.9885,  0.14378,  0.39161,  0.1343,  0.91015,  1.00,  0.969,  0.9379,  0.969,  0.9379
139, 5253,  0.52942, -0.03611, -0.18375, -0.21014, -0.77932, -0.5894,  0.51005, -0.59912,  0.61389,  1.00,  0.9451,  0.9528,  0.9451,  0.9528
140, 5252,  0.561, -0.0407, -0.19364, -0.22723, -0.75706, -0.6122,  0.67722, -0.57328,  0.45909,  1.00,  0.9487,  0.9339,  0.9487,  0.9339
141, 5254,  0.56382, -0.04445, -0.18166,  0.0031, -0.9885,  0.14378,  0.39161,  0.1343,  0.91015,  1.00,  0.969,  0.9379,  0.969,  0.9379
142, 5255,  0.53179, -0.0388, -0.17179, -0.05473, -0.97778,  0.19034,  0.4348,  0.14991,  0.88772,  1.00,  0.9678,  0.9557,  0.9678,  0.9557
143, 5253,  0.52942, -0.03611, -0.18375, -0.21014, -0.77932, -0.5894,  0.51005, -0.59912,  0.61389,  1.00,  0.9451,  0.9528,  0.9451,  0.9528
144, 5256,  0.56605, -0.03524, -0.16895,  0.16982, -0.74397,  0.64456,  0.09994,  0.66387,  0.74084,  1.00,  0.9917,  0.9373,  0.9917,  0.9373
145, 5255,  0.53179, -0.0388, -0.17179, -0.05473, -0.97778,  0.19034,  0.4348,  0.14991,  0.88772,  1.00,  0.9678,  0.9557,  0.9678,  0.9557
146, 5254,  0.56382, -0.04445, -0.18166,  0.0031, -0.9885,  0.14378,  0.39161,  0.1343,  0.91015,  1.00,  0.969,  0.9379,  0.969,  0.9379
147, 5256,  0.56605, -0.03524, -0.16895,  0.16982, -0.74397,  0.64456,  0.09994,  0.66387,  0.74084,  1.00,  0.9917,  0.9373,  0.9917,  0.9373
148, 5257,  0.53577, -0.03433, -0.16348,  0.05735, -0.83302,  0.54563,  0.39929,  0.52097,  0.75438,  1.00,  0.9917,  0.9557,  0.9917,  0.9557
149, 5255,  0.53179, -0.0388, -0.17179, -0.05473, -0.97778,  0.19034,  0.4348,  0.14991,  0.88772,  1.00,  0.9678,  0.9557,  0.9678,  0.9557
150, 5257,  0.53577, -0.03433, -0.16348,  0.05735, -0.83302,  0.54563,  0.39929,  0.52097,  0.75438,  1.00,  0.9917,  0.9557,  0.9917,  0.9557
151, 5258,  0.50952, -0.03676, -0.16536,  0.05196, -0.97314,  0.22156,  0.43346,  0.22224,  0.87331,  1.00,  0.9613,  0.9824,  0.9613,  0.9824
152, 5255,  0.53179, -0.0388, -0.17179, -0.05473, -0.97778,  0.19034,  0.4348,  0.14991,  0.88772,  1.00,  0.9678,  0.9557,  0.9678,  0.9557
153, 5257,  0.53577, -0.03433, -0.16348,  0.05735, -0.83302,  0.54563,  0.39929,  0.52097,  0.75438,  1.00,  0.9917,  0.9557,  0.9917,  0.9557
